alternative_names,classification,first_name,frequency_female,frequency_male,frequency_total,frequency_group,group_name,ratio
GALIANE|GEILAINE|GEILIANE|GELAINE|GELIANE|GEULIANE|GILAINE|GILAYNE|GILIANE|GILIANNE|GIULIANE|GIULIANNE|GIULYANE|GLAINE|GLAYNE|GLIANE|GUILIANE|GULIANE|JAILAINE|JAILIANE|JEILIANE|JELAINE|JELIANE|JHULIANE|JHULYANE|JILAINE|JILIANE|JIULIANE|JOELAINE|JOELIANE|JOLAINE|JOLIANE|JUILIANE|JULAINE|JULHIANE|JULIANE|JULIANNE|JULYANE|JULYANNE,F,JALIANE,185,,185,67760,JULIANE,1.0
GELICE|GLEICE|GLEICER|GLEIKE|GLEYCE|GLICE|GLYCE|JOALICE|JOELICE|JOLICE|JUALICE|JUELICE|JULICE,F,JALICE,64,,64,36197,GLEICE,1.0
GELIEL|GILIEL|GILL|JALEEL|JALIL|JELIEL|JILIEL|JILL|JOLIEL|JULIEL,M,JALIEL,,81,81,1692,JULIEL,1.0
GELIELSON|GILAELSON|GILAILSON|GILEILSON|GILIELSON|GLAILSON|GLAYLSON|GLEILSON|GLELSON|GLEYLSON|GLILSON|JELIELSON|JOLIELSON|JULIELSOM|JULIELSON,M,JALIELSON,,26,26,2281,JULIELSON,1.0
GELIENE|GILIENE|GIULIENE|JELIENE|JHULIENE|JHULYENE|JILIENE|JIULIENE|JOLIENE|JULIENE|JULIENNE|JULYENE|JULYENNE,F,JALIENE,46,,46,11469,JULIENE,1.0
GELIEL|GILIEL|GILL|JALEEL|JALIEL|JELIEL|JILIEL|JILL|JOLIEL|JULIEL,M,JALIL,,22,22,1692,JULIEL,1.0
GIULLA|JAILLA|JAYLLA,F,JALILA,187,,187,311,JALILA,1.0
GILELE|GIULLE|JHULLE|JOELLE|JULIELE|JULLE,F,JALILE,171,,171,1406,JULIELE,1.0
GELLI|GELLY|GILLY|GIULLI|GIULLY|JAELLY|JAILLY|JELLY|JHELLY|JHULLI|JHULLY|JIULLY|JOELLI|JOELLY|JOLLY|JUHLLY|JULIELI|JULIELY|JULLI|JULLY,F,JALILI,57,,57,5463,JULLY,1.0
GALINA|GELINA|GEOLINA|GIULINA|GLEINA|JAULINA|JELINA|JOALINA|JOELINA|JOLINA|JUELINA|JULINA|JULINAR|JULINHA,F,JALINA,28,,28,4939,JOELINA,1.0
GELINE|GILEINE|GIULINE|GLEINE|GLEINER|GLEYNE|JAELINE|JAILINE|JAUELINE|JAYLINE|JELINE|JOALINE|JOELINE|JOLINE|JUELINE|JULEINE|JULIEINE|JULINE,F,JALINE,872,,872,2869,JALINE,1.0
JULINEI|JULINEY|JULINI,F,JALINI,31,,31,283,JULINEI,1.0
GELIO|GEULIO|GILIO|GIULIO|GUILIO|GULIO|JAELIO|JELIO|JHULIO|JILIO|JIULIO|JLIO|JOELHIO|JOELIO|JOLIO|JUILIO|JULHIO|JULIIO|JULIO|JULIOR,M,JALIO,,24,24,341142,JULIO,1.0
JOLIRA,F,JALIRA,60,,60,83,JALIRA,1.0
GELIS|GILIS|GLEIS|GLEYS|JELIS|JOALIS|JOAOLUIZ|JOELIS|JULIS,M,JALIS,,157,157,976,JULIS,1.0
GEALISON|GEELISON|GELISON|GIALISON|GIELISON|GLEISOM|GLEISON|GLEYSOM|GLEYSON|GLISON|GLYSON|JAELISON|JAILISON|JALISOM|JALYSON|JEALISON|JELISON|JOALISOM|JOALISON|JOALYSON|JOELISOM|JOELISON|JOELYSON|JOLISON|JUALISON|JUELISON|JULISON,M,JALISON,,1512,1512,32472,GLEISON,1.0
GEALISSON|GELISSON|GLEISSOM|GLEISSON|GLEYSSOM|GLEYSSON|JAELISSON|JALISSOM|JALYSSON|JEALISSON|JELISSON|JOALISSOM|JOALISSON|JOALYSSON|JOELISSON|JOLISSON|JUALISSON|JUELISSON|JULISSON,M,JALISSON,,712,712,8193,GLEISSON,1.0
GLEISTON|GLEYSTON,M,JALISTON,,22,22,221,GLEISTON,1.0
GELITON|GIELITON|GLEITOM|GLEITON|GLEYTON|JAELITON|JELITON|JOALITON|JOELITOM|JOELITON|JUELITON,M,JALITON,,55,55,5097,JOELITON,1.0
GILLES|JULLES,M,JALLES,,219,219,414,JALLES,1.0
JALLYSON|JOALLISON|JOALLYSON|JULIELISON,M,JALLISON,,38,38,178,JALLYSON,1.0
JALLISON|JOALLISON|JOALLYSON|JULIELISON,M,JALLYSON,,52,52,178,JALLYSON,1.0
GEILMA|GELMA|GELMAR|GIELMA|GIILMAR|GILMA|GILMAR|GIULMAR|GLMAR|GOELMA|GOLMAR|GUELMA|GUELMAR|GUIELMAR|GUILMA|GUILMAR|GULMAR|JAELMA|JAILMA|JAILMAR|JALMAR|JEILMA|JELMA|JELMAR|JIELMA|JILMA|JILMAR|JIULMAR|JOELMA|JOELMAR|JOILMA|JOILMAR|JOLMA|JOLMAR|JUELMA|JUILMA|JULMA|JULMAR,F,JALMA,236,67,303,290856,GILMAR,0.7788778877887789
GEILMA|GELMA|GELMAR|GIELMA|GIILMAR|GILMA|GILMAR|GIULMAR|GLMAR|GOELMA|GOLMAR|GUELMA|GUELMAR|GUIELMAR|GUILMA|GUILMAR|GULMAR|JAELMA|JAILMA|JAILMAR|JALMA|JEILMA|JELMA|JELMAR|JIELMA|JILMA|JILMAR|JIULMAR|JOELMA|JOELMAR|JOILMA|JOILMAR|JOLMA|JOLMAR|JUELMA|JUILMA|JULMA|JULMAR,M,JALMAR,,149,149,290856,GILMAR,1.0
GILMAE|GILMER|GUILMER|JAILME|JOELME,M,JALME,,58,58,363,JAILME,1.0
GELMI|GELMIR|GILMEI|GILMIR|JALMI|JALMIR|JELMIR|JOALMIR|JOELMI|JOELMIR|JOLMIR|JULMIR,M,JALMEIR,,22,22,4035,JOELMIR,1.0
,M,JALMES,,24,24,24,JALMES,1.0
GELMI|GELMIR|GILMEI|GILMIR|JALMEIR|JALMIR|JELMIR|JOALMIR|JOELMI|JOELMIR|JOLMIR|JULMIR,M,JALMI,,74,74,4035,JOELMIR,1.0
GELMI|GELMIR|GILMEI|GILMIR|JALMEIR|JALMI|JELMIR|JOALMIR|JOELMI|JOELMIR|JOLMIR|JULMIR,M,JALMIR,,1520,1520,4035,JOELMIR,1.0
GELMIRA|JULMIRA,F,JALMIRA,364,,364,508,JALMIRA,1.0
GELMIRES|JALMIRES,M,JALMIREZ,,21,21,121,GELMIRES,1.0
GELMIRO,M,JALMIRO,,133,133,175,JALMIRO,1.0
GELMO|GILMO|GILMOR|JAELMO|JAILMO|JOELMO|JOILMO,M,JALMO,,87,87,1382,JOELMO,1.0
GELON|GILON|JAILON|JALON|JOELON|JOILON,M,JALOM,,20,20,600,JAILON,1.0
GELON|GILON|JAILON|JALOM|JOELON|JOILON,M,JALON,,155,155,600,JAILON,1.0
GAILSON|GEELSON|GEILSOM|GEILSON|GELSOM|GELSON|GELZON|GEOLSON|GEYLSON|GIELSON|GIILSON|GILSOM|GILSON|GILZON|GLSON|GOELSON|GOILSON|GOLSON|GUELSON|GUILSON|GYLSON|JAELSOM|JAELSON|JAILSOM|JAILSON|JAYLSON|JEILSOM|JEILSON|JELSOM|JELSON|JIELSON|JILSOM|JILSON|JOAILSON|JOALSON|JOEILSON|JOELSOM|JOELSON|JOILSOM|JOILSON|JOLSON|JOYLSON|JUELSON|JUILSON|JULSON,M,JALSON,,278,278,348796,GILSON,1.0
,M,JALTAIR,,23,23,23,JALTAIR,1.0
GAILTON|GEILTOM|GEILTON|GELTOM|GELTON|GIELTON|GILTOM|GILTON|JAELTON|JAILTOM|JAILTON|JAYLTON|JEILTOM|JEILTON|JELTON|JILTON|JOAILTON|JOEILTON|JOELTOM|JOELTON|JOILTOM|JOILTON|JUELTON|JUILTON,M,JALTON,,118,118,51061,JAILTON,1.0
GELUSA|JALUZA,F,JALUSA,158,,158,307,JALUSA,1.0
GELUSA|JALUSA,F,JALUZA,128,,128,307,JALUSA,1.0
GELVA|GELVAR|GILVA|GILVAR|JAILVA|JELVA|JILVA|JILVAR|JOELVA,F,JALVA,261,,261,2249,GILVA,1.0
JOALVES|JOELVES,M,JALVES,,69,69,94,JALVES,1.0
,M,JALVIR,,39,39,39,JALVIR,1.0
GEALISON|GEELISON|GELISON|GIALISON|GIELISON|GLEISOM|GLEISON|GLEYSOM|GLEYSON|GLISON|GLYSON|JAELISON|JAILISON|JALISOM|JALISON|JEALISON|JELISON|JOALISOM|JOALISON|JOALYSON|JOELISOM|JOELISON|JOELYSON|JOLISON|JUALISON|JUELISON|JULISON,M,JALYSON,,58,58,32472,GLEISON,1.0
GELSIRA,F,JALZIRA,25,,25,147,GELSIRA,1.0
GAN|JAHN|JAN|JANN|JHAN,M,JAM,,184,184,2892,JAN,1.0
JAMACIR|JAMACY,M,JAMACI,37,110,147,237,JAMACI,0.7482993197278912
JAMACI|JAMACY,M,JAMACIR,,44,44,237,JAMACI,1.0
JAMACI|JAMACIR,M,JAMACY,20,26,46,237,JAMACI,0.5652173913043478
GAMAL|JAMAL|JAMEL|JAMIEL|JAMIL|JAMUEL,M,JAMAEL,,22,22,9797,JAMIL,1.0
JAMAIKA,F,JAMAICA,479,26,505,530,JAMAICA,0.9485148514851485
,M,JAMAICO,,58,58,58,JAMAICO,1.0
JAMAICA,F,JAMAIKA,25,,25,530,JAMAICA,1.0
JAMELA|JAMILA|JAMILHA|JAMYLA,F,JAMAILA,21,,21,4346,JAMILA,1.0
JAMELSON|JAMIELSON|JAMILSOM|JAMILSON,M,JAMAILSON,,30,30,5747,JAMILSON,1.0
,F,JAMAINA,101,,101,101,JAMAINA,1.0
JAMAYRA,F,JAMAIRA,326,,326,358,JAMAIRA,1.0
GAMAL|JAMAEL|JAMEL|JAMIEL|JAMIL|JAMUEL,M,JAMAL,,327,327,9797,JAMIL,1.0
GAMA,M,JAMAR,,107,107,147,JAMAR,1.0
GAMARRA,F,JAMARA,862,,862,889,JAMARA,1.0
,M,JAMARI,,23,23,23,JAMARI,1.0
,F,JAMARIA,88,,88,88,JAMARIA,1.0
,M,JAMARIO,,50,50,50,JAMARIO,1.0
JAMAIRA,F,JAMAYRA,32,,32,358,JAMAIRA,1.0
JAMER,M,JAME,89,293,382,430,JAME,0.7670157068062827
JAMIRE,F,JAMEIRE,31,,31,356,JAMIRE,1.0
GAMAL|JAMAEL|JAMAL|JAMIEL|JAMIL|JAMUEL,M,JAMEL,64,103,167,9797,JAMIL,0.6167664670658682
JAMAILA|JAMILA|JAMILHA|JAMYLA,F,JAMELA,27,,27,4346,JAMILA,1.0
GAMILE|JAMIELE|JAMILE|JAMILER|JAMILHE|JAMLE|JAMMILE|JAMYLE|JHAMILE,F,JAMELE,53,50,103,63522,JAMILE,0.5145631067961165
JAMAILSON|JAMIELSON|JAMILSOM|JAMILSON,M,JAMELSON,,27,27,5747,JAMILSON,1.0
,M,JAMENSON,,193,193,193,JAMENSON,1.0
JAME,M,JAMER,,48,48,430,JAME,1.0
JAMERSON|JAMMERSON|JHAMERSON,M,JAMERSOM,,448,448,9326,JAMERSON,1.0
JAMERSOM|JAMMERSON|JHAMERSON,M,JAMERSON,56,8738,8794,9326,JAMERSON,0.993632021833068
,M,JAMERSSON,,194,194,194,JAMERSSON,1.0
GAMES|JAMMES|JHAMES,M,JAMES,254,19681,19935,20241,JAMES,0.9872585904188613
JAMESON|JHAMESON,M,JAMESOM,,145,145,2327,JAMESON,1.0
JAMESOM|JHAMESON,M,JAMESON,,2149,2149,2327,JAMESON,1.0
JAMESSON,M,JAMESSOM,,50,50,898,JAMESSON,1.0
JAMESSOM,M,JAMESSON,,848,848,898,JAMESSON,1.0
JAMIR|JAMMY|JAMY|JAMYR,M,JAMI,36,148,184,3811,JAMIR,0.8043478260869565
,F,JAMIA,20,,20,20,JAMIA,1.0
,F,JAMICE,28,,28,28,JAMICE,1.0
,M,JAMICHEL,,25,25,25,JAMICHEL,1.0
,F,JAMIE,55,48,103,103,JAMIE,0.5339805825242718
GAMAL|JAMAEL|JAMAL|JAMEL|JAMIL|JAMUEL,M,JAMIEL,,135,135,9797,JAMIL,1.0
GAMILE|JAMELE|JAMILE|JAMILER|JAMILHE|JAMLE|JAMMILE|JAMYLE|JHAMILE,F,JAMIELE,188,,188,63522,JAMILE,1.0
JAMAILSON|JAMELSON|JAMILSOM|JAMILSON,M,JAMIELSON,,97,97,5747,JAMILSON,1.0
JAMELI|JAMELY|JAMIELI|JAMILI|JAMILY|JAMMILY|JAMYLI|JAMYLY|JHAMILY,F,JAMIELY,26,,26,22217,JAMILI,1.0
GAMAL|JAMAEL|JAMAL|JAMEL|JAMIEL|JAMUEL,M,JAMIL,98,8963,9061,9797,JAMIL,0.9891844167310452
JAMAILA|JAMELA|JAMILHA|JAMYLA,F,JAMILA,4204,26,4230,4346,JAMILA,0.9938534278959811
,F,JAMILCA,22,,22,22,JAMILCA,1.0
,F,JAMILDA,127,,127,127,JAMILDA,1.0
,F,JAMILDE,46,,46,46,JAMILDE,1.0
,M,JAMILDO,,218,218,218,JAMILDO,1.0
GAMILE|JAMELE|JAMIELE|JAMILER|JAMILHE|JAMLE|JAMMILE|JAMYLE|JHAMILE,F,JAMILE,61886,357,62243,63522,JAMILE,0.9942644152756133
,F,JAMILENA,21,,21,21,JAMILENA,1.0
,F,JAMILENE,65,,65,65,JAMILENE,1.0
,F,JAMILES,514,,514,514,JAMILES,1.0
JAMAILA|JAMELA|JAMILA|JAMYLA,F,JAMILHA,26,,26,4346,JAMILA,1.0
JAMELI|JAMELY|JAMIELI|JAMIELY|JAMILY|JAMMILY|JAMYLI|JAMYLY|JHAMILY,F,JAMILI,14218,119,14337,22217,JAMILI,0.9916997977261631
JAMALIA,F,JAMILIA,302,,302,324,JAMILIA,1.0
,F,JAMILIANA,28,,28,28,JAMILIANA,1.0
,F,JAMILIANE,92,,92,92,JAMILIANE,1.0
GAMALIER,F,JAMILIE,128,,128,164,JAMILIE,1.0
JAMILYS,F,JAMILIS,253,,253,287,JAMILIS,1.0
JAMYLLA,F,JAMILLA,199,,199,230,JAMILLA,1.0
JAMELLE|JAMYLLE,F,JAMILLE,4638,20,4658,5281,JAMILLE,0.995706311721769
,F,JAMILLES,42,,42,42,JAMILLES,1.0
JAMELLI|JAMELLY|JAMILLY|JAMLLY|JAMMILLY|JAMYLLI|JAMYLLY|JHAMILLY,F,JAMILLI,865,,865,6231,JAMILLY,1.0
JAMELLI|JAMELLY|JAMILLI|JAMLLY|JAMMILLY|JAMYLLI|JAMYLLY|JHAMILLY,F,JAMILLY,5007,26,5033,6231,JAMILLY,0.994834094973177
,F,JAMILLYS,30,,30,30,JAMILLYS,1.0
,M,JAMILO,,196,196,196,JAMILO,1.0
JAMILZA,F,JAMILSA,35,,35,59,JAMILSA,1.0
,F,JAMILSE,27,,27,27,JAMILSE,1.0
,M,JAMILSO,,134,134,134,JAMILSO,1.0
JAMAILSON|JAMELSON|JAMIELSON|JAMILSOM,M,JAMILSON,23,5238,5261,5747,JAMILSON,0.9956282075651017
,M,JAMILTO,,230,230,230,JAMILTO,1.0
JAMILTOM,M,JAMILTON,,2974,2974,3174,JAMILTON,1.0
JAMELI|JAMELY|JAMIELI|JAMIELY|JAMILI|JAMMILY|JAMYLI|JAMYLY|JHAMILY,F,JAMILY,7150,35,7185,22217,JAMILI,0.9951287404314544
JAMILIS,F,JAMILYS,34,,34,287,JAMILIS,1.0
JAMILSA,F,JAMILZA,24,,24,59,JAMILSA,1.0
JAMIN,M,JAMIM,35,70,105,201,JAMIM,0.6666666666666666
,F,JAMIMA,109,,109,109,JAMIMA,1.0
,F,JAMIME,42,,42,42,JAMIME,1.0
JAMIM,M,JAMIN,33,63,96,201,JAMIM,0.65625
,F,JAMINA,51,,51,51,JAMINA,1.0
,F,JAMINE,531,,531,531,JAMINE,1.0
,M,JAMIO,,53,53,53,JAMIO,1.0
JAMI|JAMMY|JAMY|JAMYR,M,JAMIR,90,3479,3569,3811,JAMIR,0.9747828523395909
,F,JAMIRA,603,,603,603,JAMIRA,1.0
JAMEIRE,F,JAMIRE,325,,325,356,JAMIRE,1.0
,F,JAMIRES,961,52,1013,1013,JAMIRES,0.9486673247778875
,F,JAMIRI,65,,65,65,JAMIRI,1.0
,F,JAMIRIA,44,,44,44,JAMIRIA,1.0
,F,JAMIRIS,111,,111,111,JAMIRIS,1.0
,M,JAMIRO,,1046,1046,1046,JAMIRO,1.0
JAMYS|JHAMYS,M,JAMIS,34,1008,1042,1115,JAMIS,0.9673704414587332
JAMISOM|JAMYSON|JHAMISON,M,JAMISON,20,2551,2571,2853,JAMISON,0.9922209257098406
JAMISSOM|JAMYSSON,M,JAMISSON,,1542,1542,1678,JAMISSON,1.0
JAMERSOM|JAMERSON|JHAMERSON,M,JAMMERSON,,41,41,9326,JAMERSON,1.0
GAMES|JAMES|JHAMES,M,JAMMES,,64,64,20241,JAMES,1.0
GAMILE|JAMELE|JAMIELE|JAMILE|JAMILER|JAMILHE|JAMLE|JAMYLE|JHAMILE,F,JAMMILE,31,,31,63522,JAMILE,1.0
JAMELLI|JAMELLY|JAMILLI|JAMILLY|JAMLLY|JAMYLLI|JAMYLLY|JHAMILLY,F,JAMMILLY,20,,20,6231,JAMILLY,1.0
JAMELI|JAMELY|JAMIELI|JAMIELY|JAMILI|JAMILY|JAMYLI|JAMYLY|JHAMILY,F,JAMMILY,45,,45,22217,JAMILI,1.0
,M,JAMPIER,,32,32,32,JAMPIER,1.0
,M,JAMPIERRE,,48,48,48,JAMPIERRE,1.0
,M,JAMSON,,176,176,176,JAMSON,1.0
GAMAL|JAMAEL|JAMAL|JAMEL|JAMIEL|JAMIL,M,JAMUEL,,37,37,9797,JAMIL,1.0
,M,JAMUR,,88,88,88,JAMUR,1.0
JAMI|JAMIR|JAMMY|JAMYR,M,JAMY,,35,35,3811,JAMIR,1.0
JAMAILA|JAMELA|JAMILA|JAMILHA,F,JAMYLA,42,,42,4346,JAMILA,1.0
GAMILE|JAMELE|JAMIELE|JAMILE|JAMILER|JAMILHE|JAMLE|JAMMILE|JHAMILE,F,JAMYLE,699,,699,63522,JAMILE,1.0
JAMELI|JAMELY|JAMIELI|JAMIELY|JAMILI|JAMILY|JAMMILY|JAMYLY|JHAMILY,F,JAMYLI,284,,284,22217,JAMILI,1.0
JAMILLA,F,JAMYLLA,31,,31,230,JAMILLA,1.0
JAMELLE|JAMILLE,F,JAMYLLE,623,,623,5281,JAMILLE,1.0
JAMELLI|JAMELLY|JAMILLI|JAMILLY|JAMLLY|JAMMILLY|JAMYLLY|JHAMILLY,F,JAMYLLI,111,,111,6231,JAMILLY,1.0
JAMELLI|JAMELLY|JAMILLI|JAMILLY|JAMLLY|JAMMILLY|JAMYLLI|JHAMILLY,F,JAMYLLY,156,,156,6231,JAMILLY,1.0
JAMELI|JAMELY|JAMIELI|JAMIELY|JAMILI|JAMILY|JAMMILY|JAMYLI|JHAMILY,F,JAMYLY,84,,84,22217,JAMILI,1.0
JAMI|JAMIR|JAMMY|JAMY,M,JAMYR,,23,23,3811,JAMIR,1.0
JAMIS|JHAMYS,M,JAMYS,,73,73,1115,JAMIS,1.0
JAMISOM|JAMISON|JHAMISON,M,JAMYSON,,80,80,2853,JAMISON,1.0
JAMISSOM|JAMISSON,M,JAMYSSON,,30,30,1678,JAMISSON,1.0
GAN|JAHN|JAM|JANN|JHAN,M,JAN,134,2369,2503,2892,JAN,0.9464642429085098
JAANA|JANNA,F,JANA,1557,,1557,1704,JANA,1.0
JANACIR|JANACY,F,JANACI,168,23,191,256,JANACI,0.8795811518324608
,F,JANACIARA,24,,24,24,JANACIARA,1.0
,F,JANACIRA,93,,93,93,JANACIRA,1.0
JANACI|JANACIR,F,JANACY,31,,31,256,JANACI,1.0
JANADI,M,JANADIR,64,71,135,135,JANADIR,0.5259259259259259
GANE|JAANE|JANE|JANER|JANNE|JANNER|JHANE|JHANNE,F,JANAE,20,,20,78808,JANE,1.0
GANIEL|JANAIL|JANEL|JANIEL|JANIL|JANOEL|JANUEL,M,JANAEL,,649,649,6321,JANIEL,1.0
GANIELE|JANAILE|JANELE|JANIELE|JANILE|JANYELE,F,JANAELE,167,,167,16251,JANIELE,1.0
JANALI|JANELI|JANIELI|JANIELY|JANILEI|JANILI|JANILY|JANNIELY,F,JANAELI,105,,105,4915,JANIELI,1.0
GANILSON|JANAELSOM|JANAILSOM|JANAILSON|JANEILSON|JANELSON|JANIELSOM|JANIELSON|JANILSOM|JANILSON|JANLSON|JANOELSON,M,JANAELSON,,350,350,19087,JANILSON,1.0
GANAINA|JANAINA|JANAINNA|JANAYNA|JANAYNNA|JANIANA|JANNAINA|JANNAYNA,F,JANAHINA,21,,21,212502,JANAINA,1.0
GANAIR|GANIA|JANAIR|JANAY|JANIA,F,JANAI,658,144,802,6308,JANIA,0.8204488778054863
,F,JANAIA,487,,487,487,JANAIA,1.0
,F,JANAIANA,270,,270,270,JANAIANA,1.0
,F,JANAIANE,164,,164,164,JANAIANE,1.0
JANAYARA,F,JANAIARA,355,,355,399,JANAIARA,1.0
,F,JANAICA,77,,77,77,JANAICA,1.0
,F,JANAICE,253,,253,253,JANAICE,1.0
,F,JANAIDE,260,,260,260,JANAIDE,1.0
GANIEL|JANAEL|JANEL|JANIEL|JANIL|JANOEL|JANUEL,M,JANAIL,,20,20,6321,JANIEL,1.0
JANEILA|JANIELA|JANILA,F,JANAILA,112,,112,611,JANIELA,1.0
JANILCE,F,JANAILCE,54,,54,1146,JANILCE,1.0
GANILDA|JANEILDA|JANIELDA|JANILDA,F,JANAILDA,649,,649,3638,JANILDA,1.0
JANEILDE|JANILDE,F,JANAILDE,434,,434,1657,JANILDE,1.0
JANILDES,F,JANAILDES,303,,303,714,JANILDES,1.0
JANALDO|JANEILDO|JANIELDO|JANILDO,M,JANAILDO,,508,508,2898,JANILDO,1.0
GANIELE|JANAELE|JANELE|JANIELE|JANILE|JANYELE,F,JANAILE,35,,35,16251,JANIELE,1.0
JANAELMA|JANEILMA|JANELMA|JANIELMA|JANILMA,F,JANAILMA,559,,559,1709,JANAILMA,1.0
JANAILZA|JANELSA|JANIELZA|JANILSA|JANILZA,F,JANAILSA,172,,172,1371,JANILZA,1.0
JANILSE|JANILZE,F,JANAILSE,20,,20,368,JANILSE,1.0
JANAELSO|JANIELSO|JANILSO,M,JANAILSO,,123,123,558,JANILSO,1.0
GANILSON|JANAELSOM|JANAELSON|JANAILSOM|JANEILSON|JANELSON|JANIELSOM|JANIELSON|JANILSOM|JANILSON|JANLSON|JANOELSON,M,JANAILSON,38,3723,3761,19087,JANILSON,0.9898963041744216
JANIELTO|JANILTO,M,JANAILTO,,138,138,489,JANILTO,1.0
JANAELTON|JANAILTOM|JANEILTON|JANELTON|JANIELTON|JANILTOM|JANILTON,M,JANAILTON,,1469,1469,4835,JANILTON,1.0
JANAILSA|JANELSA|JANIELZA|JANILSA|JANILZA,F,JANAILZA,221,,221,1371,JANILZA,1.0
,F,JANAIMA,73,,73,73,JANAIMA,1.0
GANAINA|JANAHINA|JANAINNA|JANAYNA|JANAYNNA|JANIANA|JANNAINA|JANNAYNA,F,JANAINA,210152,679,210831,212502,JANAINA,0.996779410997434
JANAYNE|JANIANE,F,JANAINE,3584,,3584,3881,JANAINE,1.0
JANAINY|JANIANI,F,JANAINI,111,,111,221,JANAINI,1.0
GANAINA|JANAHINA|JANAINA|JANAYNA|JANAYNNA|JANIANA|JANNAINA|JANNAYNA,F,JANAINNA,83,,83,212502,JANAINA,1.0
,M,JANAINO,,76,76,76,JANAINO,1.0
JANAINI|JANIANI,F,JANAINY,83,,83,221,JANAINI,1.0
GANAIR|GANIA|JANAI|JANAY|JANIA,F,JANAIR,867,471,1338,6308,JANIA,0.647982062780269
JANAYRA|JANIARA|JANYARA,F,JANAIRA,2009,,2009,2581,JANAIRA,1.0
,F,JANAIRES,188,,188,188,JANAIRES,1.0
,F,JANAIRIS,47,,47,47,JANAIRIS,1.0
,M,JANAIRO,,31,31,31,JANAIRO,1.0
JANIAS,F,JANAIS,32,,32,32,JANAIS,1.0
JANAIZA,F,JANAISA,346,,346,518,JANAISA,1.0
JANAIZE,F,JANAISE,280,,280,351,JANAISE,1.0
,F,JANAITA,35,,35,35,JANAITA,1.0
JANAISA,F,JANAIZA,172,,172,518,JANAISA,1.0
JANAISE,F,JANAIZE,71,,71,351,JANAISE,1.0
JANAILDO|JANEILDO|JANIELDO|JANILDO,M,JANALDO,,63,63,2898,JANILDO,1.0
JANAELIA|JANIELIA|JANILIA|JANULIA,F,JANALIA,80,,80,236,JANALIA,1.0
JANELICE,F,JANALICE,173,,173,417,JANELICE,1.0
JANELINE,F,JANALINE,81,,81,112,JANALINE,1.0
JANELUCIA|JANILUCIA,F,JANALUCIA,25,,25,233,JANELUCIA,1.0
,F,JANANDRA,25,,25,25,JANANDRA,1.0
,F,JANANE,28,,28,28,JANANE,1.0
,F,JANARA,1351,,1351,1351,JANARA,1.0
JANARY,M,JANARI,46,304,350,453,JANARI,0.8685714285714285
,F,JANARIA,342,,342,342,JANARIA,1.0
,M,JANARIO,,134,134,134,JANARIO,1.0
JANARI,M,JANARY,,103,103,453,JANARI,1.0
JANATHAN|JHANATAN|JHANATHAN,M,JANATAN,,260,260,554,JANATAN,1.0
JANATAN|JHANATAN|JHANATHAN,M,JANATHAN,,152,152,554,JANATAN,1.0
GANAIR|GANIA|JANAI|JANAIR|JANIA,F,JANAY,94,22,116,6308,JANIA,0.8103448275862069
JANAIARA,F,JANAYARA,44,,44,399,JANAIARA,1.0
GANAINA|JANAHINA|JANAINA|JANAINNA|JANAYNNA|JANIANA|JANNAINA|JANNAYNA,F,JANAYNA,1099,,1099,212502,JANAINA,1.0
JANAINE|JANIANE,F,JANAYNE,72,,72,3881,JANAINE,1.0
GANAINA|JANAHINA|JANAINA|JANAINNA|JANAYNA|JANIANA|JANNAINA|JANNAYNA,F,JANAYNNA,66,,66,212502,JANAINA,1.0
JANAIRA|JANIARA|JANYARA,F,JANAYRA,138,,138,2581,JANAIRA,1.0
,F,JANCARLA,67,,67,67,JANCARLA,1.0
,M,JANCARLO,,34,34,34,JANCARLO,1.0
,M,JANCARLOS,,172,172,172,JANCARLOS,1.0
JANCER,M,JANCE,46,125,171,320,JANCE,0.7309941520467836
JANCEN,M,JANCEM,,37,37,115,JANCEN,1.0
JANCEM,M,JANCEN,,78,78,115,JANCEN,1.0
JANCE,M,JANCER,,149,149,320,JANCE,1.0
JANCEI|JANCY,M,JANCI,34,68,102,154,JANCI,0.6666666666666666
,F,JANCICLEIDE,22,,22,22,JANCICLEIDE,1.0
JANCLEI|JANCLEY,F,JANCIELI,30,,30,150,JANCLEI,1.0
JANCLEIDE,F,JANCILEIDE,52,,52,147,JANCLEIDE,1.0
,F,JANCILENE,24,,24,24,JANCILENE,1.0
,F,JANCINEIA,20,,20,20,JANCINEIA,1.0
,F,JANCINEIDE,21,,21,21,JANCINEIDE,1.0
,M,JANCIO,,40,40,40,JANCIO,1.0
JANCIELI|JANCLEY,M,JANCLEI,,89,89,150,JANCLEI,1.0
,F,JANCLEIA,39,,39,39,JANCLEIA,1.0
JANCILEIDE,F,JANCLEIDE,95,,95,147,JANCLEIDE,1.0
,M,JANCLEITON,,24,24,24,JANCLEITON,1.0
JANCIELE,M,JANCLER,,21,21,96,JANCIELE,1.0
JANCIELI|JANCLEI,M,JANCLEY,,31,31,150,JANCLEI,1.0
JANCEI|JANCI,M,JANCY,,29,29,154,JANCI,1.0
,M,JAND,,25,25,25,JAND,1.0
,F,JANDA,412,,412,412,JANDA,1.0
,F,JANDAIA,125,,125,125,JANDAIA,1.0
